#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.277.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.277.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/ed/e27ed28677a224c5771af201ef1021
# Date:            Thu Jul 21 16:23:21 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1352_NODE_2376_length_999_cov_1.451271_1 -            234     0.027    5.1  22.2   1   1   0.00048     0.033    4.8  22.2   742   876    56   190    31   213 0.67 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -            978 F1352_NODE_4203_length_745_cov_1.213043_1 -            247      0.21    2.4  20.3   1   1    0.0035      0.24    2.2  20.3    49   175    89   209    43   240 0.47 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.236.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.236.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/03/25014346c9708010e517b01bf6f5b9
# Date:            Thu Jul 21 16:23:22 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -            978 F1416_NODE_752_length_1091_cov_43.235521_1 -            363      0.31    1.8  20.6   1   1    0.0063      0.43    1.3  20.6   735   963    23   246     8   265 0.29 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -            860 F1416_NODE_966_length_985_cov_7.735484_1 -            224       1.3   -0.2  14.5   1   1      0.02       1.4   -0.3  14.5   725   845    16   135     2   206 0.64 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta -           1008 F1416_NODE_1106_length_926_cov_4.979334_3 -            240       5.1   -2.2  34.2   1   1      0.11       7.5   -2.8  34.2   787   993    19   225     3   233 0.87 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -           1028 F1416_NODE_1149_length_908_cov_9.069168_2 -            302    0.0036    8.0  21.8   1   1   6.8e-05    0.0046    7.7  21.8    69   277    58   257    42   283 0.66 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -            628 F1416_NODE_1150_length_908_cov_7.825322_1 -            302     0.039    4.8  14.0   1   1   0.00072     0.049    4.5  14.0    17   227    28   247    10   277 0.56 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta          -            849 F1416_NODE_1678_length_751_cov_15.643678_1 -            250     5e-22   70.2   0.0   1   1   3.2e-23   5.4e-22   70.1   0.0   526   701     2   176     1   241 0.71 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta        -           1216 F1416_NODE_1678_length_751_cov_15.643678_1 -            250   2.2e-21   68.2   0.0   1   1   1.4e-22   2.4e-21   68.1   0.0   697   875     3   163     1   207 0.76 -
Botybirnavirus.ALL_RdRp_Palmdb_0.4.fasta            -            622 F1416_NODE_1678_length_751_cov_15.643678_1 -            250   8.8e-08   22.6   0.0   1   1   5.6e-09   9.6e-08   22.5   0.0   355   442     4    90     2   177 0.84 -
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta -            664 F1416_NODE_1678_length_751_cov_15.643678_1 -            250   2.1e-07   21.6   0.0   1   1   1.7e-08   2.9e-07   21.1   0.0   385   448    16    77     6    87 0.90 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1416_NODE_1686_length_749_cov_18.012968_1 -            249      0.78    0.3  28.8   1   1     0.028      0.94    0.0  28.8   709   881    24   166     2   184 0.36 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta               -            856 F1416_NODE_1686_length_749_cov_18.012968_1 -            249         3   -1.8  25.2   1   1      0.12       4.1   -2.2  25.2    16   160    12   155     2   193 0.67 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -            738 F1416_NODE_1756_length_736_cov_14.647577_1 -            211      0.27    1.8  14.1   1   2   3.5e-05    0.0024    8.6   5.4   614   712    22   120     3   143 0.74 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -            738 F1416_NODE_1756_length_736_cov_14.647577_1 -            211      0.27    1.8  14.1   2   2     0.046       3.1   -1.7   1.4    19    28   191   200   163   211 0.40 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.312.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.312.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/2b/4f7aaaba3611df3ca36db9a7fac55a
# Date:            Thu Jul 21 16:23:29 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1038_NODE_430_length_1990_cov_2.425840_1 -            390         1   -0.2  15.6   1   2   0.00011    0.0078    6.7   4.6    62   131   122   191   110   214 0.69 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1038_NODE_430_length_1990_cov_2.425840_1 -            390         1   -0.2  15.6   2   2     0.028       1.9   -1.2   3.2    55   134   309   388   250   390 0.48 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -            636 F1038_NODE_849_length_1620_cov_5.837061_1 -            334    0.0029    8.5   4.6   1   1   6.2e-05    0.0042    8.0   4.6    55   171    40   156    26   176 0.86 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -            628 F1038_NODE_1692_length_1295_cov_29.171774_1 -            369     0.036    4.9   6.2   1   1   0.00065     0.044    4.6   6.2    80   188   213   328   156   366 0.39 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.41.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.41.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/4b/a981e0114960ea05a9ce5c52318f5c
# Date:            Thu Jul 21 16:23:26 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1124_NODE_398_length_3140_cov_8.789627_2 -           1046     0.038    4.7  21.6   1   2   6.3e-05    0.0014    9.5  15.0   503   584   677   754   612   776 0.43 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1124_NODE_398_length_3140_cov_8.789627_2 -           1046     0.038    4.7  21.6   2   2      0.25       5.6   -2.4   0.5   504   530   865   877   817   945 0.37 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1124_NODE_398_length_3140_cov_8.789627_2 -           1046       3.1   -1.8  21.0   1   1      0.28       6.3   -2.9  21.0     4    81   681   758   676   777 0.71 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1124_NODE_398_length_3140_cov_8.789627_2 -           1046       7.4   -3.0  26.6   1   2    0.0051      0.12    3.0  19.1    26    96   681   751   654   778 0.33 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1124_NODE_398_length_3140_cov_8.789627_2 -           1046       7.4   -3.0  26.6   2   2      0.39       8.8   -3.2   0.8    53    64   867   878   822   944 0.36 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta -            942 F1124_NODE_460_length_3002_cov_10.663386_2 -            791    0.0013    9.5   1.7   1   1   3.5e-05    0.0024    8.6   1.7   156   228   703   775   679   783 0.85 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -            738 F1124_NODE_467_length_2982_cov_25.241544_1 -            931      0.21    2.2  11.1   1   1    0.0069      0.47    1.0  11.1    53   175   543   665   500   669 0.62 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -            998 F1124_NODE_906_length_2419_cov_4.845601_5 -            763      0.55    0.8  17.2   1   3      0.16       5.4   -2.5   0.0   111   171    23    77     3   149 0.73 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -            998 F1124_NODE_906_length_2419_cov_4.845601_5 -            763      0.55    0.8  17.2   2   3      0.21       7.3   -2.9   4.2   955   980   182   207    57   243 0.62 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -            998 F1124_NODE_906_length_2419_cov_4.845601_5 -            763      0.55    0.8  17.2   3   3   3.1e-05     0.001    9.8   4.2   593   983   341   714   313   727 0.46 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -            959 F1124_NODE_906_length_2419_cov_4.845601_5 -            763       2.5   -1.2  20.5   1   2   0.00021    0.0071    7.2   5.0   648   790   104   233    91   239 0.86 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -            959 F1124_NODE_906_length_2419_cov_4.845601_5 -            763       2.5   -1.2  20.5   2   2      0.19       6.5   -2.6   7.5   779   939   553   703   427   724 0.54 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta -            542 F1124_NODE_1072_length_2259_cov_15.925590_2 -            256    0.0045    8.0   6.9   1   1   8.8e-05     0.006    7.6   6.9     8   134    14   136     8   146 0.80 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.88.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.88.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/29/41f813124acad0434fa05c71358e6a
# Date:            Thu Jul 21 16:23:17 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -            738 F1551_NODE_5125_length_752_cov_2.728838_1 -            250      0.16    2.6  11.2   1   2   0.00011    0.0073    7.0   6.3    26   133    54   160    28   197 0.53 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -            738 F1551_NODE_5125_length_752_cov_2.728838_1 -            250      0.16    2.6  11.2   2   2      0.21        15   -3.9   0.2   430   452   211   233   199   234 0.73 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -            978 F1551_NODE_6599_length_653_cov_0.864548_1 -            216      0.13    3.1  22.0   1   1     0.002      0.14    3.0  22.0    13   169     5   150     1   189 0.44 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta        -           1049 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   2.5e-72  236.8   7.8   1   1   6.3e-73   3.9e-72  236.2   7.8    59   761   117   792     8   885 0.75 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -            665 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   1.4e-53  174.7  15.9   1   1   3.1e-54   1.9e-53  174.2  15.9    74   618    96   907    43  1008 0.70 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -            628 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   5.1e-19   60.6   0.0   1   2     4e-18   2.5e-17   55.0   0.0    98   395   201   532   121   565 0.81 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -            628 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   5.1e-19   60.6   0.0   2   2     0.015     0.092    3.6   0.0   520   550   718   747   700   804 0.79 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta  -            542 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   6.1e-16   50.4   0.0   1   2   4.1e-15   2.5e-14   45.1   0.0    28   338   233   565   209   586 0.67 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta  -            542 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   6.1e-16   50.4   0.0   2   2     0.025      0.16    2.9   0.0   448   503   710   755   689   788 0.70 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   6.7e-15   46.7   0.0   1   2   7.5e-15   4.6e-14   43.9   0.0    26   321   240   592   217   615 0.72 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   6.7e-15   46.7   0.0   2   2      0.41       2.5   -1.4   0.0   407   420   732   745   722   765 0.87 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -            998 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   1.4e-14   45.8   4.0   1   2      0.67       4.1   -2.1  13.6   554   733    75   244    13   379 0.58 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -            998 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   1.4e-14   45.8   4.0   2   2   2.3e-15   1.4e-14   45.8   4.0   350   672   441   828   439   900 0.64 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -            475 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044     1e-13   43.2   0.0   1   2   8.1e-12     5e-11   34.3   0.0   188   312   440   579   352   639 0.74 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -            475 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044     1e-13   43.2   0.0   2   2    0.0018     0.011    6.8   0.0   392   439   705   752   663   784 0.85 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -            839 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   6.7e-11   33.6   0.1   1   3       1.2       7.6   -3.0   0.3    88   134   227   270   117   276 0.56 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -            839 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   6.7e-11   33.6   0.1   2   3   1.1e-11   6.7e-11   33.6   0.1   332   482   376   527   365   532 0.91 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -            839 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044   6.7e-11   33.6   0.1   3   3      0.23       1.4   -0.6   0.0   658   694   720   749   709   755 0.82 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -            709 F1552_NODE_18_length_3190_cov_494.525040_1 -           1044     6e-10   30.6   0.0   1   1   1.7e-10     1e-09   29.8   0.0   300   415   440   564   426   583 0.82 -
