orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
F1168_NODE_3_length_4269_cov_1634.693878_1	F1168_NODE_3_length_4269_cov_1634.693878	N	ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	4267	107	REVERSE	4160	QPN36924.1	1293	30.2	1270	Reovirales	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	NA	Shenzhen reo-like virus 2	30.2	F1168_NODE_3_length_4269_cov_1634.693878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1168_NODE_53_length_1796_cov_48.662837_1	F1168_NODE_53_length_1796_cov_48.662837	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	3	1745	FORWARD	1742	QRW41917.1	415	99.5	415	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Netjeret virus	99.5	Netjeret_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1172_NODE_107_length_2728_cov_139.118593_1	F1172_NODE_107_length_2728_cov_139.118593	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2	2713	FORWARD	2711	QBA55490.1	717	67.1	697	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Aedes angustivittatus narnavirus	67.1	Aedes_angustivittatus_narnavirus	Narnaviridae	Aedes_angustivittatus_narnavirus _F1172C107F1172	Aedes_angustivittatus_narnavirus	F1172_NODE_107_length_2728_cov_139.118593_F1172_MapVerif_F1172_detect_F1172_round2_F1172_round3_frame2_1	C107	F1172	F1172	phylogenetically related, high RdRp similarity up to ~66% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Aedes caecus	correct	Aedes caecus	_	cluster24	(+)ssRNA	non-segmented	Lenarviricota	17	24	Aedes
F1172_NODE_144_length_2542_cov_1.231604_1	F1172_NODE_144_length_2542_cov_1.231604	N	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	1	2487	FORWARD	2486	QTW97783.1	1916	45.8	825	Ellioviricetes	Negarnaviricota	Ellioviricetes	NA	NA	NA	Riboviria sp.	45.8	F1172_NODE_144_length_2542_cov_1.231604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1127_NODE_300_length_3117_cov_993.590790_2	F1127_NODE_300_length_3117_cov_993.590790	N	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1509	76	REVERSE	1433	QRW41864.1	441	84	437	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Kellev virus	84	F1127_NODE_300_length_3117_cov_993.590790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1049_NODE_1_length_14446_cov_22.084775_3	F1049_NODE_1_length_14446_cov_22.084775	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	6446	8449	FORWARD	2003	QGA70942.1	635	89.1	635	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	Negevirus	Rinkaby virus	89.1	Gracties_virus	Negevirus	Gracties_virus_F1049C1F1049	Gracties_virus	F1049_NODE_1_length_14446_cov_22.084775_F1049_MapVerif_F1049_detect_F1049_round2_F1049_round3_frame1_1	C1	F1049	F1049	phylogenetically related, not high enough polyprotein (with RdRp) similarity: ~79% aa to QGA70941.1	species demarcation criteria not found, perhaps further literature seqrch needed	NA	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14	(+)ssRNA	non-segmented	Virga-like	13	14	Culex
F1049_NODE_1_length_14446_cov_22.084775_3	F1049_NODE_1_length_14446_cov_22.084775	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	6446	8449	FORWARD	2003	QGA70942.1	635	89.1	635	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	Negevirus	Rinkaby virus	89.1	Gracties_virus	Negevirus	Gracties_virus_F1049C1F1608	Gracties_virus	F1049_NODE_1_length_14446_cov_22.084775_F1049_MapVerif_F1608_detect_F1608_round2_F1608_round3_frame1_1	C1	F1049	F1608	phylogenetically related, not high enough polyprotein (with RdRp) similarity: ~79% aa to QGA70941.1	species demarcation criteria not found, perhaps further literature seqrch needed	NA	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14	(+)ssRNA	non-segmented	Virga-like	13	14	Culex
F1049_NODE_492_length_1921_cov_1353.998392_1	F1049_NODE_492_length_1921_cov_1353.998392	N	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2	1921	FORWARD	1919	QTW97839.1	919	94	618	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp.	94	Narnaviridae_sp_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1019_NODE_753_length_2446_cov_43.823923_1	F1019_NODE_753_length_2446_cov_43.823923	N	ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	2444	60	REVERSE	2384	QRW42655.1	787	69.3	781	Insthoviricetes	Negarnaviricota	Insthoviricetes	NA	NA	NA	Usinis virus	69.3	F1019_NODE_753_length_2446_cov_43.823923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1484_NODE_54_length_2792_cov_4.601388_1	F1484_NODE_54_length_2792_cov_4.601388	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	248	2776	FORWARD	2528	QDB75005.1	843	85.1	846	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Epicoccum penoulivirus	85.1	Epicoccum_nigrum_ourmia_like_virus_2	Botourmiaviridae	Epicoccum_nigrum_ourmia_like_virus_2_F1484C54F1484	Epicoccum_nigrum_ourmia_like_virus_2	F1484_NODE_54_length_2792_cov_4.601388_F1484_round2_F1484_detect_F1484_round2_F1484_round3_frame2_1	C54	F1484	F1484	phylogenetically related, high RdRp aa similarity ~83%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Mansonia indiana	correct	Mansonia indiana	_	cluster18	(+)ssRNA	non-segmented	Lenarviricota	19	18	Mansonia
F1486_NODE_8_length_6793_cov_9.764619_2	F1486_NODE_8_length_6793_cov_9.764619	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	19	6768	FORWARD	6749	QDW81309.1	2513	28.8	2140	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Rhizoctonia solani bunya/phlebo-like virus 1	28.8	F1486_NODE_8_length_6793_cov_9.764619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1186_NODE_10_length_7325_cov_98.964924_2	F1186_NODE_10_length_7325_cov_98.964924	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3850	7047	FORWARD	3197	UGO48654.1	1033	54.3	1043	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Palmetto toti-like virus	54.3	Adsentalan_virus	Totiviridae	Adsentalan_virus_F1186C10F1186	Adsentalan_virus	F1186_NODE_10_length_7325_cov_98.964924_F1186_MapVerif_F1186_detect_F1186_round2_F1186_round3_frame1_2	C10	F1186	F1186	proposed novel species, phylogenetically related to other mosquito totiviruses, ~50% RdRp aa similarity to closest relative species	_	Aedes_caecus_toti_like_virus	Aedes caecus	correct	Aedes caecus	_	cluster24	dsRNA	segmented	Chrymotiviricetes	2	24	Aedes
F1004_NODE_2378_length_1152_cov_2.756609_1	F1004_NODE_2378_length_1152_cov_2.756609	N	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	1150	155	REVERSE	995	BBN20999.1	489	96.6	205	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Aedes aegypti virga-like virus	96.6	Aedes_aegypti_virga_like_virus_subsp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1046_NODE_18_length_3649_cov_8.459655_3	F1046_NODE_18_length_3649_cov_8.459655	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	2632	2	REVERSE	2630	UFT26909.1	819	54.6	571	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Drosophila-associated totivirus 5	54.6	Andbire_virus	Totiviridae	Andbire_virus_F1046C18F1046	Andbire_virus	F1046_NODE_18_length_3649_cov_8.459655_F1046_MapVerif_F1046_detect_F1046_round2_F1046_round3_frame1_1	C18	F1046	F1046	proposed novel species, phylogenetically related to other other insect totiviruses, ~73% RdRp aa similarity to closest relative species	_	Culex_associated_totivirus_1	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	dsRNA	segmented	Chrymotiviricetes	2	9	Culex
F1600_NODE_2_length_5756_cov_13.689177_1	F1600_NODE_2_length_5756_cov_13.689177	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	5756	90	REVERSE	5666	AJG39240.1	1862	69.6	1863	Ellioviricetes	Negarnaviricota	Ellioviricetes	NA	NA	NA	Jiangxia Mosquito Virus 1	69.6	F1600_NODE_2_length_5756_cov_13.689177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1600_NODE_34_length_2751_cov_898.589763_1	F1600_NODE_34_length_2751_cov_898.589763	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	111	2732	FORWARD	2621	APG77120.1	684	36.9	577	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Hubei narna-like virus 16	36.9	Dencephous_virus	Narnaviridae	Dencephous_virus_F1600C34F1600	Dencephous_virus	F1600_NODE_34_length_2751_cov_898.589763_F1600_MapVerif_F1600_detect_F1600_round2_F1600_round3_frame3_1	C34	F1600	F1600	phylogenetically related, not high enough RdRp similarity: ~30% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex vishnui.g	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster14	(+)ssRNA	non-segmented	Lenarviricota	17	14	Culex
F1473_NODE_973_length_1580_cov_3.504918_1	F1473_NODE_973_length_1580_cov_3.504918	N	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	3	1334	FORWARD	1331	QNN89182.1	621	74.1	444	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Pezizella ericae ourmia-like virus 1	74.1	F1473_NODE_973_length_1580_cov_3.504918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1452_NODE_2_length_10284_cov_1155.393489_2	F1452_NODE_2_length_10284_cov_1155.393489	N	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	9593	3561	REVERSE	6032	YP_009345032.1	2000	99.8	2000	Picornavirales	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Wuhan insect virus 33	99.8	Wuhan_insect_virus_33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1453_NODE_1_length_9739_cov_1041.856671_1	F1453_NODE_1_length_9739_cov_1041.856671	G	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	9125	429	REVERSE	8696	BBQ04783.1	2869	84.2	2889	Picornavirales	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Isahaya Culex iflavirus	84.2	Doriptiled_virus	Iflaviridae	Doriptiled_virus_F1453C1F1453	Doriptiled_virus	F1453_NODE_1_length_9739_cov_1041.856671_F1453_MapVerif_F1453_detect_F1453_round2_F1453_round3_frame3_1	C1	F1453	F1453	phylogenetically related, not high enough structural part similarity: ~83% aa (84% full polyprotein) with Isahaya_Culex_iflavirus	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/iflaviridae . >=90% aa identity of capsid proteins to consider as one species.	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	_	cluster9	(+)ssRNA	non-segmented	Pisuviricota	6	9	Culex
F1456_NODE_4_length_1719_cov_696.986779_1	F1456_NODE_4_length_1719_cov_696.986779	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2	1666	FORWARD	1664	BDB16244.1	539	86.8	538	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus protuberus partitivirus 1	86.8	Aspergillus_protuberus_partitivirus_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1457_NODE_1_length_9780_cov_2915.760617_1	F1457_NODE_1_length_9780_cov_2915.760617	G	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	9553	236	REVERSE	9317	AXV43894.1	3088	91.2	3088	Picornavirales	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Yongsan picorna-like virus 2	91.2	Yongsan_picorna_like_virus_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1460_NODE_9_length_1992_cov_43.488384_2	F1460_NODE_9_length_1992_cov_43.488384	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1992	1	REVERSE	1991	QIR30301.1	763	47.7	708	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 22	47.7	Daticed_virus	Narnaviridae	Daticed_virus_F1460C9F1460	Daticed_virus	F1460_NODE_9_length_1992_cov_43.488384_F1460_MapVerif_F1460_detect_F1460_round2_F1460_round3_frame1_1	C9	F1460	F1460	phylogenetically related, not high enough RdRp similarity: ~47% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex vishnui.g	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	(+)ssRNA	non-segmented	Lenarviricota	17	11	Culex
F1506_NODE_39_length_2155_cov_15.576190_1	F1506_NODE_39_length_2155_cov_15.576190	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2154	1	REVERSE	2153	YP_009388579.1	1068	84.7	717	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Wilkie narna-like virus 2	84.7	F1506_NODE_39_length_2155_cov_15.576190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1506_NODE_58_length_1831_cov_21.750563_1	F1506_NODEs_12_58_205	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3	1718	FORWARD	1715	BBM96510.1	915	98.6	572	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Aedes aegypti totivirus	98.6	Aedes_aegypti_totivirus	Totiviridae	Aedes_aegypti_totivirus_F1506C12C58C205F1506	Aedes_aegypti_totivirus	F1506_NODEs_12_58_205_F1506_MapVerif_F1506_detect_F1506_round2_corrected_frame2_2	C12C58C205	F1506	F1506	phylogenetically related, high RdRp aa similarity	_	Aedes_aegypti_totivirus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Chrymotiviricetes	2	26	Aedes
F1362_NODE_102_length_3099_cov_4.507556_1	F1362_NODE_102_length_3099_cov_4.507556	N	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	2	3097	FORWARD	3095	QKS69535.1	1134	74.8	1024	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Blunervirus	Erysiphe necator associated bluner-like virus 1	74.8	F1362_NODE_102_length_3099_cov_4.507556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1509_NODE_206_length_2353_cov_3.070496_1	F1509_NODE_206_length_2353_cov_3.070496	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2352	1	REVERSE	2351	QJT93754.1	1062	31.3	732	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Erysiphe necator associated narnavirus 22	31.3	Cumumbo_virus	Narnaviridae	Cumumbo_virus_F1509C206F1509	Cumumbo_virus	F1509_NODE_206_length_2353_cov_3.070496_F1509_MapVerif_F1509_detect_F1509_round2_F1509_round3_frame2_1	C206	F1509	F1509	phylogenetically related, not high enough RdRp similarity: ~27% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	17	28	Aedes
F1426_NODE_28_length_2861_cov_111.933001_2	F1426_NODE_28_length_2861_cov_111.933001	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	879	2741	FORWARD	1862	QDB74980.1	574	76.1	569	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Penicillium miczynskii RNA virus 1	76.1	F1426_NODE_28_length_2861_cov_111.933001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1427_NODE_12_length_3581_cov_418.068633_1	F1427_NODE_12_length_3581_cov_418.068633	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	142	3501	FORWARD	3359	QRW42729.1	1118	99.6	1118	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	Hubei chryso-like virus 1	99.6	Hubei_chryso_like_virus_1	Chrysoviridae	Hubei_chryso_like_virus_1_F1427C12F1425	Hubei_chryso_like_virus_1	F1427_NODE_12_length_3581_cov_418.068633_F1427_MapVerif_F1425_detect_F1425_round2_F1425_round3_frame1_1	C12	F1427	F1425	phylogenetically related, high RdRp similarity up to ~99.3% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	dsRNA	segmented	Chrymotiviricetes	1	17	Culex
F1427_NODE_12_length_3581_cov_418.068633_1	F1427_NODE_12_length_3581_cov_418.068633	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	142	3501	FORWARD	3359	QRW42729.1	1118	99.6	1118	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	Hubei chryso-like virus 1	99.6	Hubei_chryso_like_virus_1	Chrysoviridae	Hubei_chryso_like_virus_1_F1427C12F1427	Hubei_chryso_like_virus_1	F1427_NODE_12_length_3581_cov_418.068633_F1427_MapVerif_F1427_detect_F1427_round2_F1427_round3_frame1_1	C12	F1427	F1427	phylogenetically related, high RdRp similarity up to ~99.3% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	dsRNA	segmented	Chrymotiviricetes	1	17	Culex
F1427_NODE_12_length_3581_cov_418.068633_1	F1427_NODE_12_length_3581_cov_418.068633	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	142	3501	FORWARD	3359	QRW42729.1	1118	99.6	1118	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	Hubei chryso-like virus 1	99.6	Hubei_chryso_like_virus_1	Chrysoviridae	Hubei_chryso_like_virus_1_F1427C12F1431	Hubei_chryso_like_virus_1	F1427_NODE_12_length_3581_cov_418.068633_F1427_MapVerif_F1431_detect_F1431_round2_F1431_round3_frame1_1	C12	F1427	F1431	phylogenetically related, high RdRp similarity up to ~99.3% aa	_	NA	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	dsRNA	segmented	Chrymotiviricetes	1	17	Culex
F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3348	250	REVERSE	3098	BBQ05098.1	982	82.5	982	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Culex vishnui subgroup totivirus	82.5	Agrichlet_virus	Totiviridae	Agrichlet_virus_F1434C1F1407	Agrichlet_virus	F1434_NODE_1_length_7484_cov_199.621349_F1434_MapVerif_F1407_detect_F1407_round2_F1407_round3_frame3_2	C1	F1434	F1407	proposed novel species, phylogenetically related to other other Culex totiviruses, ~82% RdRp aa similarity to closest relative species	_	Culex_vishnui_subgroup_totivirus_2	Culex bitaeniorhynchus	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	dsRNA	segmented	Chrymotiviricetes	2	11	Culex
F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3348	250	REVERSE	3098	BBQ05098.1	982	82.5	982	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Culex vishnui subgroup totivirus	82.5	Agrichlet_virus	Totiviridae	Agrichlet_virus_F1434C1F1434	Agrichlet_virus	F1434_NODE_1_length_7484_cov_199.621349_F1434_MapVerif_F1434_detect_F1434_round2_F1434_round3_frame3_2	C1	F1434	F1434	proposed novel species, phylogenetically related to other other Culex totiviruses, ~82% RdRp aa similarity to closest relative species	_	Culex_vishnui_subgroup_totivirus_2	Culex sinensis	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	dsRNA	segmented	Chrymotiviricetes	2	11	Culex
F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3348	250	REVERSE	3098	BBQ05098.1	982	82.5	982	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Culex vishnui subgroup totivirus	82.5	Agrichlet_virus	Totiviridae	Agrichlet_virus_F1434C1F1445	Agrichlet_virus	F1434_NODE_1_length_7484_cov_199.621349_F1434_MapVerif_F1445_detect_F1445_round2_F1445_round3_frame3_2	C1	F1434	F1445	proposed novel species, phylogenetically related to other other Culex totiviruses, ~82% RdRp aa similarity to closest relative species	_	Culex_vishnui_subgroup_totivirus_2	Culex sinensis	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	dsRNA	segmented	Chrymotiviricetes	2	11	Culex
F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3348	250	REVERSE	3098	BBQ05098.1	982	82.5	982	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Culex vishnui subgroup totivirus	82.5	Agrichlet_virus	Totiviridae	Agrichlet_virus_F1434C1F1456	Agrichlet_virus	F1434_NODE_1_length_7484_cov_199.621349_F1434_MapVerif_F1456_detect_F1456_round2_F1456_round3_frame3_2	C1	F1434	F1456	proposed novel species, phylogenetically related to other other Culex totiviruses, ~82% RdRp aa similarity to closest relative species	_	Culex_vishnui_subgroup_totivirus_2	Culex vishnui.g	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	dsRNA	segmented	Chrymotiviricetes	2	11	Culex
