nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Hubei_virga_like_virus_2_subsp2_F1120C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1122	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Hubei_virga_like_virus_2_subsp2_F1120C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1125	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Hubei_virga_like_virus_2_subsp2_F1120C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1422	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Hubei_virga_like_virus_2_subsp2_F1120C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1426	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Hubei_virga_like_virus_2_subsp2_F1120C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1428	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Hubei_virga_like_virus_2_subsp2_F1120C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1432	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Hubei_virga_like_virus_2_subsp2_F1120C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1120	F1433	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Hubei_virga_like_virus_2_subsp2_F1120C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1120	F1581	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
